userId,movieId,rating,timestamp
69945,4857,4.0,1426870393
10329,2421,2.0,1261910909
72186,4054,4.0,1076535216
15059,231,1.0,843910223
33580,6979,3.5,1186145035
196199,5303,3.0,1033870585
64264,50658,3.5,1263784438
144501,5349,4.0,1108429130
211228,4022,4.5,1416890708
86838,2352,4.0,1391470921
213511,858,5.0,998914844
91613,595,4.0,840139725
258622,1270,4.0,1154225524
165255,3675,5.0,1073671476
193132,1682,3.0,1421272927
39111,51935,4.0,1189058706
268990,5013,5.0,1474473861
235828,3992,4.0,1494798132
24603,1047,2.0,1229573776
39259,1916,5.0,943814797
200042,68358,4.5,1354135640
145445,48304,3.5,1225311606
236528,141890,3.0,1485102439
82747,32,5.0,866254100
236281,5618,4.5,1153741501
112811,1729,4.0,901494381
198775,2011,3.0,993843192
176190,3793,4.0,1051227790
110843,2431,4.0,1031106593
254933,3274,1.0,976338490
156808,2302,3.0,1175989246
187442,3685,4.0,1059253634
81659,414,1.0,911090741
241715,3846,3.0,1149696186
152027,2987,2.5,1153357205
111025,1300,4.0,1042947072
95749,26133,5.0,1472844107
66414,3469,5.0,958455985
69313,292,3.0,956471515
194508,303,3.0,949938666
132868,4446,4.0,1479600161
52829,4006,4.5,1126016586
235177,2174,3.0,1030823125
25901,1918,2.0,1433643579
23294,1953,2.5,1080436840
174724,7310,3.0,1104908851
233145,71464,1.0,1298384693
202406,2427,3.0,1008204913
26612,593,4.5,1439245847
38164,5943,2.0,1054007539
3196,56174,4.5,1485572827
63180,47950,3.5,1179757485
17879,99112,4.0,1477843802
245722,1955,4.0,1451240519
73470,733,4.5,1225207768
146780,33493,5.0,1262876653
161422,122904,3.5,1489474281
212219,34,4.0,942429715
32956,5013,4.0,1248725247
23785,36397,3.0,1132058693
9926,457,5.0,1413172244
189600,1291,5.0,1238814767
245111,4027,4.0,1189431569
53411,3555,4.0,977720529
158271,2306,3.5,1116320683
200758,300,4.0,1138149060
191430,1997,4.0,1234822035
112204,5055,3.5,1145348465
53941,79293,3.5,1441779406
87561,42,4.0,962662905
119641,273,3.0,839633195
113120,8622,3.5,1230853753
80673,2011,5.0,900842255
2003,590,4.0,1113685311
142031,1729,3.0,948162999
33903,1587,3.0,961086619
152227,377,4.0,1151047104
125286,588,3.5,1328662830
63581,1136,5.0,1155439438
14091,2000,5.0,1047766943
46616,1731,1.0,979940265
39742,2973,3.0,1443317521
169818,1250,3.0,954669298
46260,6539,4.0,1440954741
2656,1282,4.0,1085470165
43808,43904,3.5,1169047423
73647,661,3.0,865676006
120524,2571,4.0,987005697
183654,30812,4.0,1108595090
228756,527,4.5,1109779626
227272,356,3.0,1457390325
227896,33660,4.0,1484612546
135777,1645,5.0,1463448694
65731,2788,3.5,1141833102
27228,3468,5.0,975186082
168504,6957,0.5,1475645019
574,94959,4.0,1430450746
94226,4973,5.0,1230333521
61685,135514,3.5,1446929114
4069,4306,3.5,1185321124
29473,3253,2.5,1221266638
193345,2858,3.5,1452751955
233520,1556,1.0,1140274265
90675,3489,1.0,984440240
203097,71535,3.5,1485007755
239162,2686,3.0,989093018
56589,2565,4.0,1005583769
220306,1882,2.5,1090182423
69376,235,4.0,832768256
209980,1329,5.0,925862693
268573,2917,3.0,1112458492
194115,4973,5.0,1496028781
25179,8665,4.0,1106552933
113391,4310,2.0,1017802982
129463,3733,3.0,1123040881
4076,805,4.0,867068531
172225,1608,4.0,975989596
32649,1129,3.0,1302754803
7617,111759,5.0,1485592417
125404,2701,1.0,974701665
244374,4874,3.0,1131750573
173500,104841,2.5,1472835609
70648,3703,4.0,1163514896
253532,1678,4.0,942198208
209205,6365,5.0,1366174795
